"post_title","post_name","ID","sku","product_url","images","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class"
"Dead Sea Aqua Hydratant Gel by Natural Sea Beauty","dead-sea-aqua-hydratant-gel-by-natural-sea-beauty","2344","15817","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-aqua-hydratant-gel-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Dead Sea Deep Cleansing Milk by Natural Sea Beauty","dead-sea-deep-cleansing-milk-by-natural-sea-beauty","2345","7614","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-deep-cleansing-milk-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Natural Sea Beauty - Purifying Mud Body Scrub","natural-sea-beauty-purifying-mud-body-scrub","2346","7569","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-sea-beauty-purifying-mud-body-scrub.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Natural Sea Beauty - Set of 3 Purifying Mud Facial Mask","natural-sea-beauty-set-of-3-purifying-mud-facial-mask","2347","7620","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-sea-beauty-set-3-purifying-mud-facial-mask.gif","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Natural Sea Beauty Mineral Lipstick Gel SPF 20","natural-sea-beauty-mineral-lipstick-gel-spf-20","2348","15484","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-sea-beauty-mineral-lipstick-gel-spf-20.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Уход за лицом","",""
"Set of 3 Dead sae Mud Cleansing Gel by Natural Sea Beauty","set-of-3-dead-sae-mud-cleansing-gel-by-natural-sea-beauty","2349","7619","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/set-3-dead-sae-mud-cleansing-gel-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Уход за лицом","",""
"Set of 3 Purifying Mud Facial Scrub by Natural Sea Beauty","set-of-3-purifying-mud-facial-scrub-by-natural-sea-beauty","2350","7618","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/set-3-purifying-mud-facial-scrub-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Уход за лицом","",""
"24/7 Защитная и питательная сыворотка для кожи вокруг глаз","247-%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d0%b0%d1%8f-%d0%b8-%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d0%b0%d1%8f-%d1%81%d1%8b%d0%b2%d0%be%d1%80%d0%be%d1%82%d0%ba%d0%b0-%d0%b4%d0%bb","2351","16900","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/247-long-lasting-nourishing-protective-eye-serum.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за кожей вокруг глаз","",""
"24/7 Питательная и защитная сыворотка","247-%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d0%b0%d1%8f-%d0%b8-%d0%b7%d0%b0%d1%89%d0%b8%d1%82%d0%bd%d0%b0%d1%8f-%d1%81%d1%8b%d0%b2%d0%be%d1%80%d0%be%d1%82%d0%ba%d0%b0","2352","16899","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/247-long-lasting-nourishing-protective-serum.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом","",""
"Alternative Plus Active Eye Serum with Dead Sea Minerals","alternative-plus-active-eye-serum-with-dead-sea-minerals","2353","15809","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/alternative-plus-active-eye-serum-dead-sea-minerals.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей вокруг глаз","",""
"Bio Marine Firming Dead Sea Eye Serum","bio-marine-firming-dead-sea-eye-serum","2354","15863","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-marine-firming-dead-sea-eye-serum.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей вокруг глаз","",""
"Bio Spa Bath Lotion with Dead Sea Minerals, Various Scents","bio-spa-bath-lotion-with-dead-sea-minerals-various-scents","2355","15877","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-spa-bath-lotion-dead-sea-minerals-various-scents.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Canaan Daily Silk Serum, Dead Sea Products","canaan-daily-silk-serum-dead-sea-products","2356","16409","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-daily-silk-serum-dead-sea-products.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом","",""
"Canaan Мыло - плинг для тела, Dead Sea","canaan-%d0%bc%d1%8b%d0%bb%d0%be-%d0%bf%d0%bb%d0%b8%d0%bd%d0%b3-%d0%b4%d0%bb%d1%8f-%d1%82%d0%b5%d0%bb%d0%b0-dead-sea","2357","16440","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-body-peeling-soap-dead-sea-products.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Clineral Atopic Body Cream with Dead Sea Minerals","clineral-atopic-body-cream-with-dead-sea-minerals","2358","16036","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/clineral-atopic-body-cream-dead-sea-minerals.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список","",""
"Clineral Seborrhea Facial Balm Cream with Dead Sea Minerals","clineral-seborrhea-facial-balm-cream-with-dead-sea-minerals","2359","16029","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/clineral-seborrhea-facial-balm-cream-dead-sea-minerals.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Dead Sea Hydra Cream for Men","dead-sea-hydra-cream-for-men","2360","15901","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-hydra-cream-men.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Dead Sea Men Aftershave Balm by Sea of Spa","dead-sea-men-aftershave-balm-by-sea-of-spa","2361","15900","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-men-aftershave-balm-sea-spa.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Шариковый деодорант для женщин Dead Sea Minerals (new)","%d1%88%d0%b0%d1%80%d0%b8%d0%ba%d0%be%d0%b2%d1%8b%d0%b9-%d0%b4%d0%b5%d0%be%d0%b4%d0%be%d1%80%d0%b0%d0%bd%d1%82-%d0%b4%d0%bb%d1%8f-%d0%b6%d0%b5%d0%bd%d1%89%d0%b8%d0%bd-dead-sea-minerals-new","2362","16073","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/deodorant-roll-women-dead-sea-minerals.jpg","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Natural Aloe Vera Gel, Dead Sea Minerals","natural-aloe-vera-gel-dead-sea-minerals","2363","16072","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-aloe-vera-gel-dead-sea-minerals.jpg","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Purifying Dead Sea Mineral Mud Mask by Bio Marine","purifying-dead-sea-mineral-mud-mask-by-bio-marine","2364","15860","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/purifying-dead-sea-mineral-mud-mask-bio-marine.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Relieve Aches With Dead Sea Muscle Relaxant","relieve-aches-with-dead-sea-muscle-relaxant","2365","15772","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/relieve-aches-dead-sea-muscle-relaxant.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Tooth Paste, Dead Sea Minerals","tooth-paste-dead-sea-minerals","2366","16074","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/tooth-paste-dead-sea-minerals.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Гипоаллергенное Масло для тела с Минералами Мертвого Моря","%d0%b3%d0%b8%d0%bf%d0%be%d0%b0%d0%bb%d0%bb%d0%b5%d1%80%d0%b3%d0%b5%d0%bd%d0%bd%d0%be%d0%b5-%d0%bc%d0%b0%d1%81%d0%bb%d0%be-%d0%b4%d0%bb%d1%8f-%d1%82%d0%b5%d0%bb%d0%b0-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5","2367","16038","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/clineral-atopic-shower-bath-oil-dead-sea-minerals.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список","",""
"Грязь с маслом Моркови и Облепихой","%d0%b3%d1%80%d1%8f%d0%b7%d1%8c-%d1%81-%d0%bc%d0%b0%d1%81%d0%bb%d0%be%d0%bc-%d0%bc%d0%be%d1%80%d0%ba%d0%be%d0%b2%d0%b8-%d0%b8-%d0%be%d0%b1%d0%bb%d0%b5%d0%bf%d0%b8%d1%85%d0%b8","2368","15776","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-spa-carrot-buckthorn-dead-sea-mud.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски","",""
"Sea of Spa Tub Contains 5 kg, Natural Dead Sea Mud","sea-of-spa-tub-contains-5-kg-natural-dead-sea-mud","2369","15333","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-tub-contains-5-kg-natural-dead-sea-mud.jpg","simple","Расширенный список > Грязи Dead Sea|Расширенный список","",""
"Очищающий гель с грязью Мертвого Моря","%d0%be%d1%87%d0%b8%d1%89%d0%b0%d1%8e%d1%89%d0%b8%d0%b9-%d0%b3%d0%b5%d0%bb%d1%8c-%d1%81-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be%d1%80%d1%8f","2370","15342","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-mud-based-cleansing-gel-sea-spa.gif","simple","Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Deodorant Stick for Men with Dead Sea Minerals","deodorant-stick-for-men-with-dead-sea-minerals-2","2371","15912","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/deodorant-stick-men-dead-sea-minerals.gif","simple","Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Dead Sea Sun Tan Carrot Oil Spray SPF4","dead-sea-sun-tan-carrot-oil-spray-spf4","2372","15974","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA","",""
"Moroccan Argan Oil Hair Serum","moroccan-argan-oil-hair-serum-2","2386","no","","","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Марокканское аргановое масло|Расширенный список > Маски Dead Sea|Расширенный список > Парфюмерия|Парфюмерия и дезодоранты|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за лицом|Уход за телом","",""
"Очищающий гель с грязью Мертвого Моря","%d0%be%d1%87%d0%b8%d1%89%d0%b0%d1%8e%d1%89%d0%b8%d0%b9-%d0%b3%d0%b5%d0%bb%d1%8c-%d1%81-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be%d1%80%d1%8f-2","2387","instock","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-mud-based-cleansing-gel-sea-spa.gif","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > ""Оливковое Масло Продукты Кожи ""|Расширенный список > AHAVA - серия|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Для жирной кожи|Расширенный список > Косметические наборы Dead Sea|Крема|Расширенный список > Крема|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Марокканское аргановое масло|Расширенный список > Маски Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Мыла Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список > Парфюмерия|Парфюмерия и дезодоранты|Расширенный список > Противовозрастная косметика Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Скидочные наборы|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Соли Dead Sea|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Спа и уход за телом|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за кожей ног|Расширенный список > Уход за кожей рук и ног|Расширенный список > Уход за лицом|Уход за телом|Расширенный список > Уход за телом|Расширенный список > Шампуни Dead Sea","",""
"Alternative Plus Active Balancing Cleanser with Dead Sea Minerals","alternative-plus-active-balancing-cleanser-with-dead-sea-minerals","2388","18564","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Alternative Plus Active Facial Serum with Dead Sea Minerals","alternative-plus-active-facial-serum-with-dead-sea-minerals","2389","18565","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Bio Marine Body and Massage Lotion Green Tea Jasmine","bio-marine-body-and-massage-lotion-green-tea-jasmine","2390","18580","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Bio Marine Body and Massage Lotion Ocean","bio-marine-body-and-massage-lotion-ocean","2391","18583","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список","",""
"Bio Marine Body and Massage Lotion Red Grapefruit","bio-marine-body-and-massage-lotion-red-grapefruit","2392","18579","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список","",""
"Bio Marine Body and Massage Lotion Vanilla Coconut","bio-marine-body-and-massage-lotion-vanilla-coconut","2393","18582","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Bio Marine Body and Massage Lotion Wild Orchid","bio-marine-body-and-massage-lotion-wild-orchid","2394","18581","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список","",""
"Bio Spa Dead Sea Mud with Carrot and Sea Buckthorn","bio-spa-dead-sea-mud-with-carrot-and-sea-buckthorn","2395","18566","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2017/03/bio-spa-dead-sea-mud-carrot-and-sea-buckthorn.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Clineral Diabetic Foot Cream with Dead Sea Minerals","clineral-diabetic-foot-cream-with-dead-sea-minerals","2396","17561","","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей ног","",""
"Clineral Eczema Hand Cream with Dead Sea Minerals","clineral-eczema-hand-cream-with-dead-sea-minerals","2397","17560","","","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Очищающие минеральные средства Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за кожей рук и ног","",""
"Dead Sea Cosmetics Bio Spa Mens Roll On Deodorant","dead-sea-cosmetics-bio-spa-mens-roll-on-deodorant","2398","18567","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2017/03/dead-sea-cosmetics-bio-spa-mens-roll-deodorant.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA","",""
"Dead Sea Spa Cosmetics Anti Aging Retinol Day Cream","dead-sea-spa-cosmetics-anti-aging-retinol-day-cream","2399","18285","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Anti Aging Retinol Eye Cream","dead-sea-spa-cosmetics-anti-aging-retinol-eye-cream","2400","18286","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за кожей вокруг глаз","",""
"Dead Sea Spa Cosmetics Anti Aging Retinol Night Cream","dead-sea-spa-cosmetics-anti-aging-retinol-night-cream","2401","18284","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Anti Aging Vitamin C Eye Cream","dead-sea-spa-cosmetics-anti-aging-vitamin-c-eye-cream","2402","18303","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за кожей вокруг глаз","",""
"Dead Sea Spa Cosmetics Anti Aging Vitamin C Night Cream","dead-sea-spa-cosmetics-anti-aging-vitamin-c-night-cream","2404","18302","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Argan Oil Day Cream","dead-sea-spa-cosmetics-argan-oil-day-cream","2405","18294","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Argan Oil Eye Cream","dead-sea-spa-cosmetics-argan-oil-eye-cream","2406","18296","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за кожей вокруг глаз","",""
"Dead Sea Spa Cosmetics Argan Oil Night Cream","dead-sea-spa-cosmetics-argan-oil-night-cream","2407","18295","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Collagen Day Cream","dead-sea-spa-cosmetics-collagen-day-cream","2408","18292","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Collagen Enriching Serum","dead-sea-spa-cosmetics-collagen-enriching-serum","2409","18293","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Collagen Night Cream","dead-sea-spa-cosmetics-collagen-night-cream","2410","18291","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Olive Face Oil with Vitamin E","dead-sea-spa-cosmetics-olive-face-oil-with-vitamin-e","2411","18299","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Olive Oil Day Cream","dead-sea-spa-cosmetics-olive-oil-day-cream","2412","18298","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Olive Oil Eye Cream","dead-sea-spa-cosmetics-olive-oil-eye-cream","2413","18300","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за кожей вокруг глаз","",""
"Dead Sea Spa Cosmetics Olive Oil Night Cream","dead-sea-spa-cosmetics-olive-oil-night-cream","2414","18297","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Original Moisturizing Cream","dead-sea-spa-cosmetics-original-moisturizing-cream","2415","18281","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Original Night Cream","dead-sea-spa-cosmetics-original-night-cream","2416","18282","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Retinol Vitamin E Day Cream","dead-sea-spa-cosmetics-retinol-vitamin-e-day-cream","2417","18287","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Retinol Vitamin E Eye Cream","dead-sea-spa-cosmetics-retinol-vitamin-e-eye-cream","2418","18289","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за кожей вокруг глаз","",""
"Dead Sea Spa Cosmetics Retinol Vitamin E Night Cream","dead-sea-spa-cosmetics-retinol-vitamin-e-night-cream","2419","18288","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Dead Sea Spa Cosmetics Retinol Vitamin E Serum","dead-sea-spa-cosmetics-retinol-vitamin-e-serum","2420","18290","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за лицом","",""
"Health and Beauty Dead Sea Cosmetics Amber Body and Massage Lotion","health-and-beauty-dead-sea-cosmetics-amber-body-and-massage-lotion","2421","18562","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2017/03/health-and-beauty-dead-sea-cosmetics-amber-body-and-massage-lotion.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Маски Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски","",""
"Health and Beauty Dead Sea Cosmetics BB Cream","health-and-beauty-dead-sea-cosmetics-bb-cream","2422","18173","","","simple","Расширенный список > Брэнд Dead Sea|Расширенный список","",""
"Health and Beauty Dead Sea Cosmetics Exotic Body and Massage Lotion","health-and-beauty-dead-sea-cosmetics-exotic-body-and-massage-lotion","2423","18558","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2017/03/health-and-beauty-dead-sea-cosmetics-exotic-body-and-massage-lotion.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Лечебная косметика|Расширенный список > Маски Dead Sea|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Солнцезащитные крема Dead Sea|Расширенный список > Спа и уход за телом|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за телом|Расширенный список > Уход за телом","",""
"Health and Beauty Dead Sea Cosmetics Fantasy Body and Massage Lotion","health-and-beauty-dead-sea-cosmetics-fantasy-body-and-massage-lotion","2424","18559","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2017/03/health-and-beauty-dead-sea-cosmetics-fantasy-body-and-massage-lotion.jpg","simple","Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Спа и уход за телом|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за телом|Расширенный список > Уход за телом","",""
