;Бланк заказа ООО ИКЦ КОНТРАКТ на 25.05.17;;;;;Сумма;4;Общий заказ;;Итого со скидкой;;;;;;;;
6217/0;;"Z-14MS
Кондиционер для волос ""Увлажнение и сияние"". Для нормальных и сухих типов волос 35 мл
5200393893325";Z-14MS;0,05;152;5200393893325;0;189р.;123р.;; - ;;;;Aqua (Water), Crambe Abyssinica (Abyssinian) Seed Oil Phytosterol Esters, Behentrimonium Chloride, Glyceryl Stearate, Cetearyl Alcohol, Lauryl Alcohol, Myristyl Alcohol,  Aloe Barbadensis Leaf Juice, Glycerin, Peg-40 Stearate, Ceteareth-20, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Persea Gratissima (Avocado) Oil, Cocos Nucifera (Coconut) Oil, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Hydrolyzed Glycosaminoglycans, Hydrolyzed Rice Protein, Hyaluronic Acid, Inulin, Panthenol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6218/0;;"Z-18S
Антивозрастной увлажняющий крем для кожи вокруг глаз  10 мл
5200393811947";Z-18S;0,02;75;5200393811947;0;599р.;389р.;; - ;;;Увлажняет, укрепляет и помогает уменьшить морщины, тёмные круги и отёчность вокруг глаз.Содержание натуральных ингредиентов: 96,3%Тип кожи: все типы кожи.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, выравнивание тона кожи. Объем: 10 мл.;Aqua (Water), Cetearyl Olivate, Sorbitan Olivate, Isoamyl Laurate, Isoamyl Cocoate, Glycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Vitis Vinifera (Grape) Juice Extract, Propanediol, Tocopheryl Acetate, Hexanediol, Argania Spinosa (Argan) Kernel Oil, Plukenetia Volubilis (Inca Inchi) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sophora Japonica Flower Extract, Hydrolyzed Sodium Hyaluronate, Escin, Lecithin, Ubiquinone (Co-Enzyme Q10), Butyrospermum Parkii (Shea) Butter, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Allantoin, Sodium Phytate;;;
6220/0;;"Z-19AS
Омолаживающий укрепляющий дневной крем для лица. 15 мл
5200393867968";Z-19AS;0,02;75;5200393867968;0;699р.;454р.;; - ;;;С лифтинг эффектом! Активно борется со свободными радикалами, уменьшает морщины и придаёт коже упругость.Содержание натуральных ингредиентов: 96%Тип кожи: нормальная, сухая/обезвоженнаяПотребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 15 мл.;Aqua (Water), Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth- 20, Isoamyl Laurate, Isoamyl Cocoate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Oryza Sativa Rice Starch, Glycerin, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Vitis Vinifera (Grape) Juice Extract, Propanediol, Ornithine, Phospholipids, Glycolipids, Cetearyl Olivate, Sorbitan Olivate, Hydrolyzed Sodium Hyaluronate, Argania Spinosa (Argan) Kernel Oil, Rosa Moschata (Rosehip) Seed Oil, Helichrysum Italicum (Immortelle) Extract, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Punica Granatum (Pomegranate) Flower Extract, Maltodextrin, Alcohol, Sodium Ascorbyl Phosphate, Punica Granatum (Pomegranate) Seed Extract, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Allantoin, Sodium Phytate, Ethylhexylglycerin;;;
6219/0;;"Z-19S
Крем дневной для лица ""Увлажнение и Сияние"" 15 мл
5200393800538";Z-19S;0,02;75;5200393800538;0;649р.;422р.;; - ;;;С алоэ вера, маслом жожоба, провитамином В5 и гиалуроновой кислотой.Активно увлажняет и восстанавливает кожу в течение всего дня. Придает коже мягкость и эластичность.Содержание натуральных ингредиентов: 97%Тип кожи: нормальная, сухая/обезвоженная.Потребности кожи: увлажнение и восстановление сияния. Объем: 15 мл.;Aqua (Water), Aloe Barbadensis Leaf Juice, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Isoamyl Laurate, Isoamyl Cocoate, Olea Europaea (Olive) Fruit Oil, Glycerin, Kappaphycus Alvarezii Extract, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Oryza Sativa Rice Starch, Cetearyl Olivate, Sorbitan Olivate, Tocopheryl Acetate, Glyceryl Stearate Citrate, Sodium Hyaluronate Crosspolymer, Potassium PCA, Opuntia Ficus Indica (Prickly Pear) Stem Extract, Biosaccharide Gum-4, Simmondsia Chinensis (Jojoba) Seed Oil, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Nelumba Nucifera (White Lotus) Flower Water, Honey Extract, Ceratonia Siliqua (Carob) Seed Extract, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Panthenol, Allantoin, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6221/0;;"Z-20S
Антивозрастной питательный ночной крем для лица  15 мл
5200393833772";Z-20S;0,02;75;5200393833772;0;699р.;454р.;; - ;;;С маслами арганы и инка-инчи, активными экстрактами граната и морских водорослей. Питает, восстанавливает и уменьшает морщины. Регулирует уровень влаги в коже во время сна.Содержание натуральных ингредиентов: 96,7%Тип кожи: все типы кожи.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 15 мл.;Aqua (Water), Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth- 20, Isoamyl Laurate, Isoamyl Cocoate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Oryza Sativa Rice Starch, Glycerin, Macrocystis Purifera Extract, Hydrolyzed Yeast Extract, Butyrospermum Parkii (Shea) Butter, Squalene, Olea Europaea (Olive) Fruit Oil, Plukenetia Volubilis (Inca Inchi) Seed Oil, Argania Spinosa (Argan) Kernel Oil, Glyceryl Stearate Citrate, Sodium Hyaluronate Crosspolymer, Onopordum Acanthium (Cotton Thistle) Flower/Leaf/Stem Extract, Alcohol, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Cetearyl Olivate, Sorbitan Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Ol, Tocopheryl Acetate, Hydrolyzed Sodium Hyaluronate, Punica Granatum (Pomegranate) Seed Extract, Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Allantoin, Sodiu, Phytate, Ethylhexylglycerin;;;
6222/0;;"Z-21S
Скраб для лица с маслом алоэ вера и зверобоем 15 мл
5200393899334";Z-21S;0,02;75;5200393899334;0;249р.;162р.;; - ;;;С измельченными гранулами оливковых и миндальных косточек, маслами зверобоя и алоэ вера, витамином Е. Бережно удаляет ороговевшие клетки, глубоко очищает поры, активизирует кровообращение. Увлажняет кожу, восстанавливает ее природный блеск.Содержание натуральных ингредиентов: 97,6%Тип кожи: все типы кожи.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 15 мл.;Aqua (Water), Aloe Barbadensis Leaf Juice, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Glycerin, Isoamyl Laurate, Isoamyl Cocoate, Jojoba Esters, Oryza Sativa Rice Starch, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Cetearyl Olivate, Sorbitan Olivate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Olea Europaea (Olive) Fruit Oil, Helianthus Annuus Seed Oil, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Olea Europaea (Olive) Seed Powder, Tocopheryl Acetate, Caprylic/Capric Triglyceride, Calendula Officinalis Flower Extract, Biosaccharide Gum-1, Chamomilla Recutita (Matricaria) Flower Extract, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Allantoin, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6223/0;;"Z-22S
Молочко очищающее с алоэ вера и липой  20 мл
5200393866343";Z-22S;0,03;70;5200393866343;0;199р.;129р.;; - ;;;С экстрактами алоэ вера и липы.Эффективно удаляет макияж и загрязнения, интенсивно увлажняет и освежает кожу.Содержание натуральных ингредиентов: 96%Тип кожи: нормальная, сухая/обезвоженная.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния.Объем: 20 мл.;Aqua (Water), Isoamyl Laurate, Isoamyl Cocoate, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Oryza Sativa Rice Starch, Aloe Barbadensis Leaf Juice, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Babassu Oil Glycereth-8 Esters, Glycerin, Cetearyl Olivate, Sorbitan Olivate, Olea Europaea (Olive) Fruit Oil, Calendula Officinalis Flower Extract, Caprylic/Capric Triglyceride, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Tilia Platyphyllos (Linden) Extract, Tocopheryl Acetate, Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6224/0;;"Z-23S
Гель очищающий с экстрактами алоэ вера и киви 20 мл
5200393877226";Z-23S;0,03;70;5200393877226;0;199р.;129р.;; - ;;;С экстрактами алоэ вера и киви.Нежно очищает от макияжа и загрязнений, оставляя кожу чистой, свежей и увлажненной.Содержание натуральных ингредиентов: 91%Тип кожи: нормальная, жирная/комбинированная.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 20 мл.;Aqua (Water), Cocamidopropyl Betaine, Glycereth-8 Coconut Oil Esters, Sodium Lauroyl Sarcosinate, Sodium Cocoyl Isethionate, Coco Glucoside, Aloe Barbadensis Leaf Juice, Peg-90 Glyceryl Isostearate, Laureth-2, Polyquaternium-7, Peg-7 Glyceryl Cocoate, Hydrolyzed Wheat Protein, Biosaccharide Gum-1, Olea Europaea (Olive) Fruit Oil, Actinidia Chinensis (Kiwi) Fruit Water, Saccharum Officinarum (Sugar Cane) Extract, Glycerin, Panthenol, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6225/0;;"Z-35S
Скраб для тела с экстрактом алоэ вера и ромашкой 30 мл
5200393893554";Z-35S;0,04;152;5200393893554;0;239р.;155р.;; - ;;;Мягко отшелушивает кожу, удаляя ороговевшие клетки и загрязнения, позволяя коже дышать.Содержание натуральных ингредиентов: 97,5%Тип кожи: все типы кожи.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, защита от загрязнений окружающей среды. Объем: 30 мл.;Aqua (Water), Olea Europaea (Olive) Seed Powder, Glycerin, Isoamyl Laurate, Isoamyl Cocoate, Aloe Barbadensis Leaf Juice, Cetearyl Alcohol, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Oryza Sativa Rice Starch, Cetearyl Olivate, Sorbitan Olivate, Olea Europaea (Olive) Fruit Oil, Prunus Amygdalus Dulcis (Sweet Almond) Powder, Chamomilla Recutita (Matricaria) Extract, Caprylic/Capric Triglyceride, Biosaccharide Gum-1, Cetyl Palmitate, Tocopheryl Acetate, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Allantoin, Sodium Phytate, Ethylhexylglycerin;;;
6226/0;;"Z-38SA
Крем для ног с алоэ вера и арникой 30 мл
5200393800330";Z-38SA;0,04;152;5200393800330;0;249р.;162р.;; - ;;;Успокаивает, увлажняет и смягчает уставшую, сухую кожу ног, делая её бархатистой и эластичной.Содержание натуральных ингредиентов: 96,8%Тип кожи: сухая/обезвоженная.Потребности кожи: увлажнение и восстановление сияния, снятие раздражения. Объем: 30 мл.;Aqua (Water), Aloe Barbadensis Leaf Juice, Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Argania Spinosa (Argan) Kernel Oil, Croton Lechleri Resin Powder, Butyrospermum Parkii (Shea) Butter, Cetearyl Olivate, Sorbitan Olivate, Helianthus Annuus (Sunflower) Seed Oil, Heterothexa Inuloides (Arnica) Flower Extract, Alpha-Glucal Oligosaccharide, Hypericum Perforatum (St. John's Wort) Flower/Leaf/Stem Extract, Tocopheryl Acetate, Ethylhexyl Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Hydroxyisohexyl 3-cyclohexene Carboxaldehyde, Ammonium Acryloyldimethyltaurate/VP Copolymer, Allantoin, Sodium Phytate, Ethylhexylglycerin;;;
6227/0;;"Z-43S
Крем-масло для тела с миндалем и медом 30 мл
5200393809296";Z-43S;0,04;152;5200393809296;0;249р.;162р.;; - ;;;Ультрапитательный и увлажняющий уход за телом, придаёт коже шелковистость.Содержание натуральных ингредиентов: 96,6%Тип кожи: нормальная, чувствительная.Потребности кожи: увлажнение и восстановление сияния. Объем: 30 мл.;Aqua (Water), Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth- 20, Isoamyl Laurate, Isoamyl Cocoate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Glycerin, Olea Europaea (Olive) Fruit Oil, Butyrospermum Parkii (Shea) Butter, Cetearyl Olivate, Sorbitan Olivate, Persea Gratissima (Avocado) Oil, Cocos Nucifera (Coconut) Oil, Gardenia Tahitensis Flower, Tocopherol, Aleurites Moluccana (Kukui) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Ethylhexyl Olivate, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Tocopheryl Acetate, Honey Extract, Cera Alba (Beeswax), Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sodium Polyacrylate, Parfum (Fragrance), Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Phytate, Ethylhexylglycerin;;;
6228/0;;"Z-44S
Крем-масло для тела с какао маслом и ванилью 30 мл
5200393855699";Z-44S;0,04;152;5200393855699;0;249р.;162р.;; - ;;;Этот ароматический уход за телом питает и глубоко увлажняет сухую, уставшую кожу.Содержание натуральных ингредиентов: 96,8%Тип кожи: сухая/обезвоженная.Потребности кожи: увлажнение и восстановление сияния. Объем: 30 мл.;Aqua (Water), Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth- 20, Isoamyl Laurate, Isoamyl Cocoate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Glycerin, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Butyrospermum Parkii (Shea) Butter, Cetearyl Olivate, Sorbitan Olivate, Potassium PCA, Opuntia Ficus Indica (Prickly Pear) Stem Extract, Ethylhexyl Olivate, Cocos Nucifera (Coconut) Oil, Gardenia Tahitensis Flower, Tocopherol, Aloe Barbadensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Theobroma Cacao (Cocoa) Seed Butter, Tocopheryl Acetate, Hydrogenated Olive Oil, Olea Europaea (Olive) Oil Unsaponifiables, Vanilla Tahitensis Fruit Extract, Sorbic Acid, Cera Alba (Beeswax), Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Parfum (Fragrance), Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Phytate, Ethylhexylglycerin.;;;
6207/0;;"Z-8AS
Крем для рук с авокадо и ромашкой 30 мл
5200393826637";Z-8AS;0,04;152;5200393826637;0;199р.;129р.;; - ;;;Увлажняет и защищает руки от ежедневных нагрузок. Содержание натуральных ингредиентов: 96,4%Тип кожи: нормальная, чувствительная.Потребности кожи: увлажнение и восстановление сияния, снятие раздражения, защита от загрязнений окружающей среды. Объем: 30 мл.;Aqua (Water), Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Cetearyl Olivate, Sorbitan Olivate,  Persea Gratissima (Avocado) Oil, Aleurites Molucana (Kukui) Seed Oil, Tocopheryl Acetate, Ethylhexyl Olivate, Biosaccharide Gum-1, Chamomilla Recutita (Matricaria) Flower Extract, Helianthus Annuus (Sunflower) Seed Oil, Calendula Officinalis Flower Extract, Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Allantoin, Sodium Polyacrylate, Parfum (Fragrance), Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Phytate, Ethylhexylglycerin;;;
6208/0;;"Z-8BS
Крем для рук с алоэ вера 30 мл
5200393800118";Z-8BS;0,04;152;5200393800118;0;199р.;129р.;; - ;;;Активно увлажняет и питает сухие или потрескавшиеся руки. Для заметно смягчившихся рук.Содержание натуральных ингредиентов: 96,4%Тип кожи: сухая/обезвоженная, чувствительная.Потребности кожи: увлажнение и восстановление сияния. Объем: 30 мл.;Aqua (Water), Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Aloe Barbadensis Leaf Juice, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Cetearyl Olivate, Sorbitan Olivate, Potassium PCA, Opuntia Ficus Indica (Prickly Pear) Stem Extract, Cocos Nucifera (Coconut) oil, Ethylhexyl Olicate, Tocopheryl Acetate, Ceratonia Siliqua (Carob) Seed Extract, Panthenol, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Allantoin, Sodium Polyacrylate, Parfum (Fragrance), Linalool, Butylphenylmethylpropional (Lilial), a-iso Methyl Ionone, Hexyl Cinnamal, Citronellol, Coumarin, Geraniol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Phytate, Ethylhexylglycerin;;;
6209/0;;"Z-8CS
Крем для рук с манго и папайей 30 мл
5200393867890";Z-8CS;0,04;152;5200393867890;0;199р.;129р.;; - ;;;Увлажняет и смягчает руки, в то время как его экзотический аромат поднимает настроение. Содержание натуральных ингредиентов: 96,6%Тип кожи: все типы кожи.Потребности кожи: увлажнение и восстановление сияния. Объем: 30 мл.;Aqua (Water), Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Cetearyl Olivate, Sorbitan Olivate, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sclerocarya Birrea (Marula) Seed Oil, Bertholletia Excelsa (Brazil) Nut Oil, Tocopheryl Acetate, Ethylehexyl Olivate, Biosaccharide Gum-1, Mangifera Indica (Mango) Seed Butter, Carica Papaya Seed Oil, Panthenol, Allantoin, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6210/0;;"Z-8DS
Крем для рук с арганой и гранатом 30 мл
5200393867999";Z-8DS;0,04;152;5200393867999;0;199р.;129р.;; - ;;;Улучшает текстуру кожи, делая руки мягкими и гладкими. Защищает от признаков преждевременного старения.Содержание натуральных ингредиентов: 96,5%Тип кожи: сухая/обезвоженная, увядающая/зрелая.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 30 мл.;Aqua (Water), Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Cetearyl Olivate, Sorbitan Olivate, Argania Spinosa (Argan) Kernel Oil, Plukenetia Volubilis (Inca Inchi) Seed Oil, Tocopheryl Acetate, Ethylhexyl Olivate, Punica Granatum (Pomegranate) Seed Extract, Butyrospermum Parkii (Shea) Butter, Elaeis Guineensis (Palm) Butter, Euterpe Olerecea (Acai) Pulp Powder, Simmondsia Chinensis (Jojoba) Seed Oil, Achillea Millefolium (Yarrow) Flower Water, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Panthenol, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Allantoin, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6211/0;;"Z-9AS
Лосьон для тела с авокадо и ромашкой 30 мл
5200393888949";Z-9AS;0,04;152;5200393888949;0;199р.;129р.;; - ;;;Легко впитывается, интенсивно питает, успокаивает и восстанавливает упругость кожи.Содержание натуральных ингредиентов: 96,9%Тип кожи: чувствительная, нормальная.Потребности кожи: увлажнение и восстановление сияния, снятие раздражения. Объем: 30 мл.;Aqua (Water), Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Glycerin, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Cetearyl Olivate, Sorbita Olivate, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Aleurites Moluccana (Kukui) Seed Oil, Macadamia Ternifolia Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tocopheryl Acetate, Ethylhexyl Olivate, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Panthenol, Allantoin, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6212/0;;"Z-9BS
Лосьон для тела с алоэ вера 30 мл
5200393822943";Z-9BS;0,04;152;5200393822943;0;199р.;129р.;; - ;;;Легко впитывается, глубоко увлажняет, делая даже самую сухую кожу мягкой и шелковистой.Содержание натуральных ингредиентов: 97%Тип кожи: сухая/обезвоженная.Потребности кожи: увлажнение и восстановление сияния. Объем: 30 мл.;Aqua (Water), Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Aloe Barbadensis Leaf Juice, Glycerin, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Cetearyl Olivate, Sorbitan Olivate, Olea Europaea (Olive) Fruit Oil, Cocos Nucifera (Coconut) Oil, Macadamia Ternifolia Seed Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Potassium PCA, Opuntia Ficus Indica (Prickly Pear) Stem Extract, Tocopheryl Acetate, Ethylhexyl Olivate, Cetaronia Siliqua (Carob) Seed Extract, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Allantoin, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sodium Phytate, Ethylhexylglycerin, Parfum (Fragrance), Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Linalool, Hydroxyisohexyl 3-cyclohexene Carboxaldehyde;;;
6213/0;;"Z-9CS
Лосьон для тела с манго и папайей 30 мл
5200393867791";Z-9CS;0,04;152;5200393867791;0;199р.;129р.;; - ;;;Отлично защищает от свободных радикалов, питает и глубоко увлажняет кожу. Обладает приятным ароматом, легко впитывается.Содержание натуральных ингредиентов: 97,2%Тип кожи: все типы кожи.Потребности кожи: увлажнение и восстановление сияния. Объем: 30 мл.;Aqua (Water), Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Glycerin, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Cetearyl Olivate, Sorbitan Olivate, Olea Europaea (Olive) Fruit Oil, Sclerocarya Birrea (Marula) Seed Oil, Bertholletia Excelsa (Brazil) Nut Oil, Macadamia Ternifolia Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tocopheryl Acetate, Ethylhexyl Olivate, Biosaccharide Gum-1, Mangifera Indica (Mango) Seed Butter, Carica Papaya Seed Oil, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Allantoin, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6214/0;;"Z-9DS
Лосьон для тела с арганой и гранатом 30 мл
5200393867784";Z-9DS;0,04;152;5200393867784;0;199р.;129р.;; - ;;;Омолаживает, увлажняет и восстанавливает кожу. Помогает поддерживать ее эластичность и упругость.Содержание натуральных ингредиентов: 97,2%Тип кожи: сухая/обезвоженная, увядающая/зрелая.Потребности кожи: увлажнение и восстановление сиянияОбъем: 30 мл.;Aqua (Water), Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Glycerin, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Cetearyl Olivate, Sorbitan Olivate, Olea Europaea (Olive) Fruit Oil, Argania Spinosa (Argan) Kernel Oil, Plukenetia Volubilis (Inca Inchi) Seed Oil, Macadamia Ternifolia Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tocopheryl Acetate, Ethylhexyl Olivate, Biosaccharide Gum-1, Punica Granatum Seed Extract, Achillea Millefolium Flower Water, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Allantoin, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
;;;;;;;;;;;;;;;;;;
;*Рекомендованная розничная цена (РРЦ) дана справочно и не является обязательной;;;;;;;;;;;;;;;;;
